Name,Id,Price,Pages,Author,Language,Type
The cotton kingdom: a traveller's observations on cotton and slavery in the American slave states. Based upon three former volumes of journeys and investigations ..,GWTHT22347,2221,2591,Dean Koontz,Spanish,Mathematics
The British expedition to Abyssinia : compiled from authentic documents,LESHX65215,3496,2856,Danielle Steel,Korean,Classic
"Building of vital power : deep breathing and a complete system for strengthening the heart, lungs, stomach and all the great vital organs",ZKKCP65410,2698,4994,Andrew Neiderman,Urdu,Literary
"Business trusts as substitutes for business corporations : a paper read before the Kansas City Bar association, April 10, 1920",MOXLR65783,3002,4995,Stephen King,Turkish,Mathematics
Geological stories: a series of autobiographies in chronological order,HXFBC14413,9766,677,Nora Roberts,Spanish,Mystery
Geometrical optics,HOOZB78415,2967,3697,Debbie Macomber,Russian,History
Famous imposters,LRMDQ51332,8537,596,Lewis Carroll,French,Crime
Forth bridge,ICYNV45945,5451,4045,C. S. Lewis,Spanish,Horror
Rubáiyát of Omar Khayyám : a paraphrase from several literal translations,CDVAW46077,9607,1185,Evan Hunter,French,Realistic Fiction
General catalogue of the library of the Bombay branch of the Royal Asiatic Society. Rev. and brought up to the end of 1915,HUASA14838,7111,600,Astrid Lindgren,Spanish,Psychology
The citizen writer in retrospect oral history transcript,JEYJX45812,3559,3170,Erle Stanley Gardner,Spanish,Short Story
"The Condensed chemical dictionary; a reference volume for all requiring quick access to a large amount of essential data regarding chemicals, and other substances used in manufacturing and laboratory work",WTRLY29317,6365,646,James A. Michener,Spanish,Meta Fiction
The collected works of Edward Sapir,LUMLZ90141,4335,321,Rumiko Takahashi,Japanise,History
"A collection of all the wills, now known to be extant, of the kings and queens of England, princes and princesses of Wales, and every branch of the blood royal, from the reign of William the Conqueror to that of Henry the Seventh exclusive : with explanatory notes, and a glossary",YYFMY64610,6832,2752,Clive Cussler,Turkish,Poetry
English book-plates; an illustrated handbook for students of ex-libris,TYGPS32445,5760,2983,Enid Blyton,German,Science
English society in the eleventh century; essays in English mediaeval history,VQNOJ60411,1969,3961,David Baldacci,English,Mystery
"The eight volumes of letters writ by a Turkish spy, who liv'd five and forty years undiscover'd at Paris:",QCTOB32988,4304,3295,Hermann Hesse,Urdu,Science
The evolution of man:,JUXVL24050,1803,2353,Janet Dailey,English,Medicine
"The expert wood finisher; a complete manual of the art and practice of finishing woods by staining, filling, varnishing, waxing,etc. ..",UNKKI14876,9562,1425,Erskine Caldwell,German,Novel
The theatre of science : a volume of progress and achievement in the motion picture industry,TMXKC37173,7026,2478,Ian Fleming,Korean,Psychology
"Soviet Marxism, a critical analysis",AEPRJ22182,1612,2323,Stan and Jan Berenstain,English,Horror
Storia degli italiani,FLYKJ81349,2032,1764,J. R. R. Tolkien,Russian,Science
"Boyd's syllabic shorthand text book; a system of shorthand in which characters represent syllables, thereby greatly simplifying the science ..",JLLNF35705,4796,1395,Horatio Alger,Turkish,History
The Shans,WKDYW92111,5723,2289,Jirō Akagawa,Spanish,History
Roget's Thesaurus of English words and phrases classified and arranged so as to facilitate the expression of ideas and assist in literary composition,MGPFZ98748,3301,3405,Michael Crichton,Spanish,Suspense
A romance of Billy-goat Hill,UPUIY81894,9442,569,Sidney Sheldon,Urdu,Literary
The Roosevelt that I know; ten years of boxing with the President--and other memories of famous fighting men,RAXIB29704,9557,2148,Norman Bridwell,Korean,Drama
The psalter in latin and english,SRPHT46019,1596,2033,Alexander Pushkin,English,Poetry
The Rose of the winds : the origin and development of the compass-card,WGRPF73914,8423,3768,Anne Golon,French,Short Story
"A treatise on the law of negotiable instruments, including bills of exchange; promissory notes; negotiable bonds and coupons; checks; bank notes; certificates of deposit; certificates of stock; bills of credit; bills of lading; guaranties; letters of credit; and circular notes",KRWPJ62959,1572,1988,Robert Ludlum,Korean,Suspense
Strange houses of sleep,UISGX71129,6327,474,James A. Michener,Russian,Crime
Moltke's tactical problems from 1858-1882,LQKMP12046,9959,3031,Gilbert Patten,Spanish,Mystery
The mind cure,GNUUV56716,7370,1674,Frank G. Slaughter,Russian,Literary
Matter and motion,HCKCE44530,5607,2399,Judith Krantz,Urdu,Classic
Catalogue of officers and graduates of Columbia university from the foundation of King's college in 1754,QLSVA42253,1784,1109,Moiz ul Haq,German,Mystery
"The Mayas, the source of their history. Dr. Le Plongeon in Yucatan, his account of discoveries",YRVUG98580,4929,1125,Alexander Pushkin,Urdu,Science
The motor car Dumpy book,NSNCJ61132,6365,1920,Gérard de Villier,Turkish,Literary
The Naval chronicle : containing a general and biographical history of the royal navy of the United kingdom with a variety of original papers on nautical subjects,SRAZH33055,8448,401,Lewis Carroll,Spanish,Comic
A new German grammar for beginners,IXXIU95767,6624,2903,Seiichi Morimura,French,Technical
Mohammed and the rise of Islam,RKOQI43862,8417,1887,Naoki Urasawa,German,Crime
"History of Middlesex County, Massachusetts, with biographical sketches of many of its pioneers and prominent men",FZPDU89510,3859,3928,Hirohiko Araki,Japanise,Drama
Poems of George P. Morris : with a memoir of the author,WEOGQ96760,8072,3159,Cao Xueqin,German,Suspense
Round about a pound a week,FKGAX71929,9326,768,Gilbert Patten,Turkish,Psychology
The royal navy : a history from the earliest times to the present,AECEZ71494,7263,3955,J. R. R. Tolkien,Spanish,Technical
The psychology of the future (L'avenir des sciences psychiques),FKIEG80183,9096,1463,Clive Cussler,English,Medicine
Practical Russian grammar,OOKJQ82541,4266,749,Kyotaro Nishimura,Russian,Psychology
Painters' & decorators' work,LJZBP10121,7379,434,Stephenie Meyer,Urdu,History
"A sermon preached before the Society corresponding with the Incorporated Society in Dublin, for Promoting English Protestant Working-Schools in Ireland, at their general meeting in the parish-church of St. Mary le Bow, on Wednesday, April 30, 1755",IUCKQ79880,2444,2758,Moiz ul Haq,Urdu,Novel
A paragraph history of Sigma alpha epsilon from the founding of the fraternity to the present time,PBWQA77646,4375,2937,Agatha Christie,Spanish,Meta Fiction
Physical and political geography of the province of Assam,NPXWN26110,7232,3296,Wilbur Smith,German,Comic
The poetical works of Henry Wadsworth Longfellow,SQFXL65771,2134,2867,Dan Brown,Urdu,Drama
Portrait and biographical record of the state of Colorado : containing portraits and biographies of many well known citizens of the past and present,LZNBI54380,1100,4297,Cao Xueqin,Korean,Comic
Physical science in the time of Nero; being a translation of the Quaestiones naturales of Seneca,GKDST11510,9792,3478,Carter Brown,Urdu,Technical
The rubber industry of the Amazon and how its supremacy can be maintained,GJOIT36708,7761,1287,Barbara Cartland,German,Realistic Fiction
The romance of an old-fashioned gentleman,ZIHDD75624,8302,836,Paulo Coelho,Russian,Literary
Sex and repression in savage society,BVCKN15049,9592,2292,Alistair MacLean,Korean,Medicine
Southern campus,MZUWA21854,6828,2276,René Goscinny,English,Science
The Scotch-Irish in America,WKUUN87059,4108,2206,Robin Cook,Turkish,Classic
Indian mathematics,OGMGT72267,1975,336,Jeffrey Arche,Japanise,Realistic Fiction
"Indian wisdom; or, Examples of the religious, philosophical, and ethical doctrines of the Hindus. With a brief history of the chief departments of Sanskrit literature. And some account of the past and present conditions of India, moral and intellectual",TLJAN12566,7617,847,Eiichiro Oda,Urdu,Novel
Lucian's true history;,SXIXH75976,8625,1572,Enid Blyton,French,Technical
"Magic, white and black; or The science of finate [!] and infinate life, containing practical hints for students of occultism",IERYY87343,9286,1781,Anne Golon,English,Crime
Traditions and hearthside stories of West Cornwall:,KIAUC81891,1969,1424,Horatio Alger,German,Poetry
"Under the gaslight : a totally original and picturesque drama of life and love in these times, in five acts",MNEMU43890,3472,4568,John Grisham,Korean,Science
"Via nova; or, The application of the direct method to Latin and Greek",ZNYQK24125,9949,1262,Agatha Christie,Turkish,Meta Fiction
The twelve principles of efficiency,UAMQF92556,5099,1243,Eiji Yoshikawa,Urdu,Mystery
Velocity diagrams. Their construction and their uses. Intended for all who are interested in mechanical movements,XASCC65652,7942,2676,Corín Tellado,Japanise,Meta Fiction
History of the Young Ladies' Mutual Improvement Association of the Church of Jesus Christ of Latter-Day Saints : from November 1869 to June 1910,ADNYU97303,5214,1858,Hajime Isayam,Spanish,Classic
"The history and topography of the county of Essex, comprising its ancient and modern history. A general view of its physical character, productions, agricultural condition, statistics &c. &c",RXYCO23758,1083,2809,Ann M. Martin,French,Horror
Storia degli italiani,IYEUO58850,7917,2965,Rumiko Takahashi,French,Horror
Official catalogue exhibition of the German empire,MPWWC97126,6118,2076,Mickey Spillane,Russian,Psychology
A vindication of the rights of woman,WCELM73873,7055,3621,Stephen King,English,Psychology
"The works of John Dryden, now first collected in eighteen volumes",TYGNY99019,5294,3082,Anne Rice,German,Suspense
The works of William H. Seward,PUQBA16993,5381,2552,Robin Cook,Spanish,Literary
The finding of Wineland the Good : the history of the Icelandic discovery of America,JRJGB75788,1259,3960,Sidney Sheldon,Turkish,Novel
The works of Hubert Howe Bancroft,VDUIW63169,9352,1937,Jackie Collins,Korean,Realistic Fiction
The Western question in Greece and Turkey,VPOAV58303,9076,861,Ryōtarō Shiba,Russian,Mathematics
The sun and the serpent; a contribution to the history of serpent-worship,PYVIF46458,9922,4124,Debbie Macomber,Spanish,Crime
The Mikado's Empire,CCDOT39773,1760,1788,Ian Fleming,French,Medicine
The rainbow,RWBXN52774,5484,3278,Jirō Akagawa,French,Mathematics
The candle of vision,LKNNX27230,9391,4396,Jin Yong,Japanise,Comic
Catalog of the members of the fraternity of Delta Psi,VAGCI94848,5429,2573,Danielle Steel,English,Science
"Calendar of pre-reformation wills, testaments, probates, administrations : registered at the probate office, Bury St. Edmunds",OYSJR38447,6328,4699,Barbara Cartland,Russian,Comic
High school algebra; advanced course,OADSU31904,8216,3486,Alexander Pushkin,French,Novel
A hand-book of English literature,DICDA69236,1592,1145,Horatio Alger,English,Short Story
Growing up in New Guinea; a comparative study of primitive education,FKYYD67331,2518,2794,Sidney Sheldon,Russian,Poetry
Higher geometry; an introduction to advanced methods in analytic geometry,CODQM95363,9027,1103,Stan and Jan Berenstain,Russian,Short Story
H.P. Blavatsky and the masters of the wisdom,CCJDO92544,8838,2922,Denise Robins,English,History
Hunting songs and poems,QWYXO50231,1864,4280,Harold Robbins,Korean,Thriller
"The History of McLean County, Illinois; portraits of early settlers and prominent men",DYKBY64377,1647,3492,Frédéric Dard,Japanise,Classic
A history of South Cave and of other parishes in the East Riding of the county of York,ADSXK78711,5228,2809,J. R. R. Tolkien,Russian,Thriller
The holy family,YIVRF34317,3781,1940,David Baldacci,German,Novel
"Homer's Odyssey, books XIII-XXIV;",LKHFK74458,9611,1767,Masashi Kishimoto,Turkish,Technical
La Sicilia nei canti di Lionardo Vigo,BXORV96009,5588,4504,Ian Fleming,Turkish,Meta Fiction
A layman's life of Jesus,QQHYW74888,6413,3868,Naoki Urasawa,Urdu,Mathematics
Little grains for little people,NREZX30761,2901,1081,Janet Dailey,Turkish,Psychology
In a German pension,QCCFP63115,1785,1019,Astrid Lindgren,Korean,Horror
The invasion & the war in Belgium from Liège to the Yser,VWEZO80193,4376,3785,Eleanor Hibbert,German,Meta Fiction
Indian days of the long ago,JTCCB86803,2808,3432,Seiichi Morimura,Turkish,Novel
Greek wonder tales,BQZUV63027,5696,3749,Frédéric Dard,Russian,Drama
"A history of Bristol borough in the county of Bucks, state of Pennsylvania, anciently known as Buckingham; being the third oldest town and second chartered borough in Pennsylvania, from its earliest times to the present year 1911",RMKHV29571,5469,462,Paulo Coelho,Japanise,Crime
An English and Chinese dictionary,CZPEW52762,2058,2263,Dr. Seuss,Korean,Classic
Chinese without a teacher,OHHMQ70828,2295,2977,Gosho Aoyama,Spanish,Novel
"A descriptive catalogue of Sanskrit, Pali, & Sinhalese literary works of Ceylon",RPJPE29819,6323,278,Frédéric Dard,Russian,Psychology
The development of intelligence in children,HGLWA27875,2155,2666,J. K. Rowling,Turkish,History
"The book of history. A history of all nations from the earliest times to the present, with over 8,000 illustrations",RFLZB88747,3281,1572,Seiichi Morimura,Korean,Mystery
In the land of the head-hunters,DQIDR99268,7449,115,EL James,Korean,Horror
Local etymology; a derivative dictionary of geographical names,IUYRM89018,3189,3077,Judith Krantz,Russian,Psychology
Manhood of humanity; the science and art of human engineering,XMGFM62730,6468,2670,Danielle Steel,Russian,Science
"The parochial history of Cornwall, founded on the manuscript histories of Mr. Hals and Mr. Tonkin; with additions and various appendices",XJETO76504,3059,1173,Agatha Christie,German,Classic
"The Maine liquor law [electronic resource] : its origin, history, and results, including a life of Hon. Neal Dow",LTQOX40741,6393,4552,Robin Cook,English,Comic
Australian grasses (with illustrations),GHEPQ61964,3949,3238,Rumiko Takahashi,Urdu,Psychology
"Aut diabolus aut nihil, and other tales",TAAXS66741,9753,226,Michael Crichton,Russian,Realistic Fiction
"The ancestry of Daniel Morrell of Hartford, with his descendants and some contemporary families",JORWK96652,1936,2116,Akira Toriyama,French,Medicine
Ancient Scotish melodies : from a manuscript of the reign of King James VI : with an introductory enquiry illustrative of the history of the music of Scotland,CVZCZ39497,3838,998,Nicholas Sparks,Urdu,Thriller
American history and government,WKLRG64850,3233,1493,Georges Simenon,English,Medicine
